28611290,Rua Presidente Artur Bernardes,,Braunes,6148,19
28611300,Rua Eugênio Gripp,,Braunes,6148,19
28611310,Rua Antônio Luís Braga,,Braunes,6148,19
28611320,Rua Edith Pinheiro de Faria,,Cordoeira,6148,19
28611330,Rua Frossard,,Braunes,6148,19
28611340,Travessa Frossard,,Cordoeira,6148,19
28611350,Rua João Heringer,,Braunes,6148,19
28611360,Rua Pierre Bikart,,Braunes,6148,19
28611370,Rua Major Rúbens Florentino Vaz,,Braunes,6148,19
28611380,Rua Santa Luzia,,Braunes,6148,19
28611390,Rua Nelson Kemp,,Braunes,6148,19
28611400,Rua Estanislau Martins,,Centro,6148,19
28611990,"Estrada João Heringer, s/nº - Km 26",,,6148,19
28613000,Avenida Alberto Braune,- lado par,Centro,6148,19
28613001,Avenida Alberto Braune,- lado ímpar,Centro,6148,19
28613005,Vila Peçanha,,Centro,6148,19
28613010,Vila Mazzei,,Centro,6148,19
28613020,Rua Oliveira Botelho,,Centro,6148,19
28613030,Vila Pedrina,,Centro,6148,19
28613040,Rua Fernando Bizzoto,,Centro,6148,19
28613050,Travessa Vereador Antônio Elías,,Centro,6148,19
28613060,Rua Duque de Caxias,,Centro,6148,19
28613070,Rua José Nahuma Bechara,,Centro,6148,19
28613080,Rua Eugênio Thurler,,Centro,6148,19
28613090,Avenida Itália,,Centro,6148,19
28613100,Rua Comandante Ribeiro de Barros,,Centro,6148,19
28613110,Vila Zezé,,Centro,6148,19
28613120,Avenida Campesina Friburguense,,Centro,6148,19
28613130,Rua Leuenroth,,Centro,6148,19
28613140,Avenida Governador Geremias de Mattos Fontes,,Centro,6148,19
28613150,Rua São Judas Tadeu,,Centro,6148,19
28613160,Rua Carlos Engert,,Centro,6148,19
28613170,Vila Maestro José Paulo Silva,,Centro,6148,19
28613180,Rua Modesto de Mello,,Centro,6148,19
28613190,Rua Lopes Trovão,,Centro,6148,19
28613200,Rua Gonçalves Dias,,Centro,6148,19
28613210,Rua Moisés Amélio,,Centro,6148,19
28613220,Rua Mac-Niven,,Centro,6148,19
28613230,Avenida Emil Cleff,,Ypu,6148,19
28613240,Rua Beauclair,,Cordoeira,6148,19
28613250,Rua General Argolo,,Cordoeira,6148,19
28613260,Rua Guarani,,Cordoeira,6148,19
28613270,Rua Conselheiro Sinimbu,,Perissê,6148,19
28613280,Vila Rei Cristo,,Perissê,6148,19
28613290,Rua Marechal Floriano Peixoto,,Perissê,6148,19
28613300,Rua Carlos Gomes,,Ypu,6148,19
28613310,Rua Lopes Marins,,Perissê,6148,19
28613320,Rua Emília Roschemant,,Perissê,6148,19
28613323,Rua Almirante Pinto Guedes,,Perissê,6148,19
28613325,Rua Almirante Alexandrino de Alencar,,Perissê,6148,19
28613326,Rua Almirante Coelho Netto,,Perissê,6148,19
28613327,Rua Almirante Joaquim Maurity,,Perissê,6148,19
28613330,Rua Monteiro Lobato,,Perissê,6148,19
28613340,Rua Olga Ferreira das Neves,,Perissê,6148,19
28613350,Rua Almirante Lourenço Maranhão Vieira,,Perissê,6148,19
28613390,Rua Sérvio Lago,,Perissê,6148,19
28613400,Travessa Sauerbronn,,Perissê,6148,19
28613410,Rua Humaitá,,Perissê,6148,19
28613420,Rua Machado de Assis,,Perissê,6148,19
28613430,Rua Ana Mattos,,Perissê,6148,19
28613440,Vila Centenário,,Perissê,6148,19
28613450,Rua Thiers Perissê,,Perissê,6148,19
28613460,Rua Ponta Porã,,Perissê,6148,19
28613470,Rua Américo Bernardes Martinez,,Perissê,6148,19
28613480,Rua Campos Salles,,Perissê,6148,19
28613490,Rua Maximilian Falck,,Perissê,6148,19
28613500,Rua Major Joviano das Neves,,Perissê,6148,19
28613510,Rua Júlio Perissê,,Perissê,6148,19
28613520,Rua Bela Vista,,Perissê,6148,19
28613530,Rua Otávio Pereira Júnior,,Centro,6148,19
28613540,Vila Tavares,,Perissê,6148,19
28613550,Rua Agenor Roure,,Perissê,6148,19
28613560,Rua Coronel Zamith,,Ypu,6148,19
28613570,Rua Cristóvão Colombo,,Centro,6148,19
28613580,Rua Augusto Severo,,Centro,6148,19
28613583,Travessa Jorge Veríssimo de Oliveira,,Centro,6148,19
28613590,Travessa Augusto Severo,,Centro,6148,19
28613600,Rua Fagundes Varela,,Centro,6148,19
28613610,Travessa Gripp,,Centro,6148,19
28613620,Rua Edelberto Eyer,,Braunes,6148,19
28613630,Rua José do Patrocínio,,Cordoeira,6148,19
28613640,Rua Quintino Bocaiúva,,Cordoeira,6148,19
28613650,Rua Jaccoud,,Cordoeira,6148,19
28613660,Rua Antônio Sena,,Cordoeira,6148,19
28613670,Rua Palmerin Tranin,,Cordoeira,6148,19
28613680,Rua Teófilo Marra,,Cordoeira,6148,19
28613690,Rua Elisa Ventura,,Cordoeira,6148,19
28613700,Rua Esperanto,,Cordoeira,6148,19
28613710,Rua Prefeito Amâncio de Azevedo,,Cordoeira,6148,19
28613720,Rua Emília Falchetto,,Cordoeira,6148,19
28613730,Rua Manoel Cristiano Bussinger,,Cordoeira,6148,19
28613740,Vila Dom Bosco,,Cordoeira,6148,19
28613750,Rua Darcília dos Santos,,Cordoeira,6148,19
28613760,Conjunto João de Barros,,Cordoeira,6148,19
28613770,Rua Roberto Martins,,Cordoeira,6148,19
28613780,Rua José de Alencar,,Cordoeira,6148,19
28613790,Rua Santa Rita de Cássia,,Vila Guarani,6148,19
28613800,Vila José de Souza Barbosa,,Cordoeira,6148,19
28613810,Rua Humberto Guariglia,,Cordoeira,6148,19
28614000,Rua Doutor Zamenhoff,,Vila Guarani,6148,19
28614020,Rua Fernandes Ennes,,Cordoeira,6148,19
28614030,Rua Pedro Ranucci,,Vila Guarani,6148,19
28614040,Travessa Santa Rita de Cássia,,Vila Guarani,6148,19
28614050,Rua Manoel Luís Folly,,Vila Guarani,6148,19
28614060,Rua José Álvares Rodrigues,,Vila Guarani,6148,19
28614070,Rua Elisa Serta,,Vila Guarani,6148,19
28614080,Rua Antônio Lopes Serta,,Vila Guarani,6148,19
28614090,Rua Raul Serta,,Catarcione,6148,19
28614100,Rua Sílvio Schuemck,,Serraville,6148,19
28614120,Rua Hélio Jaccoud,,Vila Guarani,6148,19
28614130,Rua Mário Serta,,Catarcione,6148,19
28614140,Rua João Evangelista Maier,,Santa Elisa,6148,19
28614150,Rua Monerat,,Catarcione,6148,19
28614160,Rua Francisco Ruiz Galves,,Sans Souci,6148,19
28614170,Rua Sílvio Carestiato,,Sans Souci,6148,19
28614180,Rua Boechat,,Sans Souci,6148,19
28614190,Rua Luterbak,,Sans Souci,6148,19
28614200,Rua Kroft,,Sans Souci,6148,19
28614220,Rua Luiz Catarcione,,Catarcione,6148,19
28614230,Largo do Coqueiro,,Catarcione,6148,19
28614240,Travessa dos Estudantes,,Catarcione,6148,19
28614250,Rua Romualdo Machado,,Catarcione,6148,19
28614260,Rua Domingos Franceschini,,Catarcione,6148,19
28614270,Rua Waldemiro Banjar,,Catarcione,6148,19
28614280,Rua Antônio Banjar,,Catarcione,6148,19
28614290,Rua Sebastião Thomé,,Catarcione,6148,19
28614300,Rua José Lannes,,Catarcione,6148,19
28614310,Rua Eugênio Nideck,,Catarcione,6148,19
28614320,Travessa Viriato Lima,,Catarcione,6148,19
28614330,Travessa Mário Martins,,Catarcione,6148,19
28614340,Travessa Noberto Machado,,Catarcione,6148,19
28614350,Travessa Júlia Braga Cordeiro,,Catarcione,6148,19
28614360,Rua João Augusto da Silva,,Catarcione,6148,19
28614370,Rua Costa Guimarães,,Catarcione,6148,19
28614380,Rua Francisco Freitas,,Catarcione,6148,19
28614390,Travessa Osório de Moura,,Catarcione,6148,19
28614400,Travessa Arlindo Dutra,,Catarcione,6148,19
28614410,Rua Manoel Alexandre de Moura,,Catarcione,6148,19
28615005,Praça Vereador Haivt,,Ypu,6148,19
28615010,Rua Visconde do Rio Branco,,Ypu,6148,19
28615030,Rua Augusto Faustino Ouverney,,Ponte da Saudade,6148,19
28615033,Rua Tio Lucas,,Ponte da Saudade,6148,19
28615035,Rua Álvares de Azevedo,,Ponte da Saudade,6148,19
28615040,Travessa Carlos Luiz Sanches,,Ypu,6148,19
28615050,Rua Alvarez de Azevedo,,Ypu,6148,19
28615055,Rua Vereador José Martins da Costa,,Ponte da Saudade,6148,19
28615060,Avenida Manoel Carneiro de Menezes,,Mury,6148,19
28615063,Rua Maria Casas de Onofre,,Mury,6148,19
28615064,Rua Mário Haiut,,Mury,6148,19
28615065,Rodovia RJ-116,,Ponte da Saudade,6148,19
28615067,Estrada Adolpho Otto Schultz,,Ponte da Saudade,6148,19
28615070,Travessa Nideck,,Ponte da Saudade,6148,19
28615075,Rua Rio São João,,Ponte da Saudade,6148,19
28615077,Rua Rio Mazambu,,Ponte da Saudade,6148,19
28615080,Rua Felipe Camarão,,Ponte da Saudade,6148,19
28615085,Rua Lenir Lopes Veiga,,Ponte da Saudade,6148,19
28615090,Rua José Maria Raminelli,,Ponte da Saudade,6148,19
28615100,Rua Luiz de Camões,,Ponte da Saudade,6148,19
28615110,Alameda Domingos Vassalo,,Parque Dom João VI,6148,19
28615113,Rua Bauru,,Parque Dom João VI,6148,19
28615115,Rua Bangu,,Parque Dom João VI,6148,19
28615120,Rua José da Costa Cabral,,Ponte da Saudade,6148,19
28615122,Rua Agrimensor Antônio,,Ponte da Saudade,6148,19
28615124,Rua Waldir Pereira Ferro,,Ponte da Saudade,6148,19
28615125,Rua Manoel Pereira Ferro,,Ponte da Saudade,6148,19
28615130,Rua Luiza de Souza Barros,,Ponte da Saudade,6148,19
28615135,Estrada Prefeito Cezar Guinle,,Ponte da Saudade,6148,19
28615140,Rua Walter Azevedo,,Ponte da Saudade,6148,19
28615150,Rua Jornalista Pedro Curió,,Ponte da Saudade,6148,19
28615160,Rua Clodoaldo Cordeiro Aparício,,Ponte da Saudade,6148,19
28615170,Rua da Imprensa,,Ponte da Saudade,6148,19
28615180,Rua Noêmia Moreira Herdy,,Ponte da Saudade,6148,19
28615190,Rua Clementino Fraga,,Ponte da Saudade,6148,19
28615195,Rua João Maria Perestrello Braune,,Ponte da Saudade,6148,19
28615200,Rua Miguel Couto,,Ponte da Saudade,6148,19
28615210,Rua José Pedro Ferreira,,Ponte da Saudade,6148,19
28615212,Rua Aurelino Plínio dos Santos,,Ponte da Saudade,6148,19
28615220,Rua Professor Siegfried Presner,,Ponte da Saudade,6148,19
28615230,Avenida Hamburgo,,Mury,6148,19
28615236,Rua Silvio Gonçalves da Rosa,,Mury,6148,19
28615238,Rua Conte Berbet,,Mury,6148,19
28615240,Rua Thomé,,Mury,6148,19
